transaction_id,user_id,date,transaction_type,category,amount,payment_mode,location,notes,year,month,day,weekday,income_expense
T05865,U102,2021-02-12,Income,Salary,64546.0,Cash,Kolkata,Uber to office,2021.0,2.0,12.0,Friday,Income
T05601,U105,,Expense,Food,219.0,Card,Kolkata,Monthly rent,,,,,Expense
T12110,U047,,Expense,Rent,228.0,Bank transfer,Pune,Monthly rent,,,,,Expense
T13382,U045,,Expense,Food,412.0,UPI,Delhi,Gift,,,,,Expense
T01044,U127,,Expense,Travel,411.0,Card,Delhi,Uber to office,,,,,Expense
T03011,U122,,Income,Salary,64204.0,UPI,Pune,Course fee,,,,,Income
T06778,U121,,Income,Salary,40042.0,Bank transfer,Delhi,Dinner at resto,,,,,Income
T11483,U065,,Expense,Food,2074.0,Bank transfer,Lucknow,Gift,,,,,Expense
T07787,U136,,Expense,Utilities,54.0,Bank transfer,Jaipur,,,,,,Expense
T04591,U103,,Income,Other income,55797.0,Cash,mumbai,Monthly rent,,,,,Income
T04752,U109,,Income,Salary,43405.0,Card,,Monthly rent,,,,,Income
T10257,U098,,Expense,Travel,621.0,Bank transfer,Delhi,Monthly rent,,,,,Expense
T02965,U025,,Income,Bonus,62028.0,Bank transfer,,Grocery shopping,,,,,Income
T08834,U183,,Income,Salary,63835.0,Card,Kolkata,Doctor visit ,,,,,Income
T00138,U145,,Expense,Travel,474.0,Card,Bengaluru,hP7lZSougAqlHRG,,,,,Expense
T09073,U075,,Expense,Rent,7197.0,Card,Bengaluru,Netflix subscription,,,,,Expense
T10169,U090,,Expense,Utiilties,128.0,UPI,Ahmedabad,Monthly rent,,,,,Expense
T09774,U171,,Expense,Food,241.0,UPI,Kolkata,Doctor visit,,,,,Expense
T12986,U080,2022-05-21,Expense,Utilities,114.0,Card,Hyderabad,Monthly rent ,2022.0,5.0,21.0,Saturday,Expense
T01098,U114,2020-03-27,Expense,Travel,456.0,Cash,Jaipur,Netflix subscription via app,2020.0,3.0,27.0,Friday,Expense
T14735,U113,2021-09-26,Expense,Rent,251.0,Card,Ahmedabad,Netflix subscription,2021.0,9.0,26.0,Sunday,Expense
T06550,U136,,Expense,Entertainment,120.0,Bank transfer,Lucknow,Doctor visit via app,,,,,Expense
T09585,U054,,Expense,Savings,163.0,Cash,Chennai,Gift,,,,,Expense
T10276,U076,,Expense,Travel,592.0,Bank transfer,mumbai,,,,,,Expense
T09459,U162,,Expense,Others,656.0,Card,Pune,Netflix subscription,,,,,Expense
T06472,U089,,Income,Bonus,46849.0,Nan,Ahmedabad,Gift,,,,,Income
T06462,U184,2020-09-20,Expense,Food,438.0,Card,Bengaluru,Doctor visit,2020.0,9.0,20.0,Sunday,Expense
T12424,U034,,Expense,Food,152.0,UPI,Mumbai,Doctor visit ,,,,,Expense
T05266,U123,,Expense,Food,456.0,UPI,Chennai,Uber to office,,,,,Expense
T10767,U129,,Expense,Travel,237.0,Bank transfer,Ahmedabad,Doctor visit via app,,,,,Expense
T02136,U113,2021-06-18,Expense,Utilities,202.0,UPI,Kolkata,Uber to office,2021.0,6.0,18.0,Friday,Expense
T09696,U152,2020-08-11,Income,Slaary,38406.0,Cash,Pune,Uber to office,2020.0,8.0,11.0,Tuesday,Income
T05459,U045,,Expense,Food,2995.0,Card,Mumbai,Salary late,,,,,Expense
T05079,U176,2022-01-29,Income,Salary,68790.0,Nan,Lucknow,Doctor visit,2022.0,1.0,29.0,Saturday,Income
T03368,U154,,Expense,Food,864.0,Nan,Hyderabad,Uber to office via app,,,,,Expense
T03730,U083,,Expense,Rent,1140.0,UPI,Chennai,Dinner at resto,,,,,Expense
T00149,U068,,Expense,Food,1099.0,Bank transfer,Kolkata,Netflix subscription,,,,,Expense
T00304,U133,,Expense,Travel,161.0,Cash,Kolkata,Gift,,,,,Expense
T05114,U063,,Expense,Food,469.0,Bank transfer,Jaipur,,,,,,Expense
T10117,U041,,Expense,Utiliteis,133.0,UPI,Lucknow,Monthly rent,,,,,Expense
T05149,U127,,Income,Bonus,68555.0,Card,Hyderabad,Uber to office cash,,,,,Income
T10830,U030,,Expense,Savings,375.0,Card,Kolkata,Course fee via app,,,,,Expense
T14002,U018,,Expense,Rent,283.0,Card,Jaipur,Course fee,,,,,Expense
T01905,U087,,Expense,Food,111.0,UPI,Jaipur,Doctor visit,,,,,Expense
T02211,U165,,Expense,Rent,350.0,Bank transfer,Chennai,Salary,,,,,Expense
T04295,U095,,Expense,Food,260.0,Card,Bengaluru,Netflix subscription,,,,,Expense
T03843,U033,,Expense,Entertainment,1153.0,UPI,Mumbai,Gift,,,,,Expense
T03575,U099,,Expense,Food,371.0,Cash,Jaipur,Salary,,,,,Expense
T09961,U041,,Expense,Utilities,969.0,Card,Lucknow,WCB3sGGhgCh,,,,,Expense
T02876,U130,,Expense,Others,2112.0,Cash,Hyderabad,Dinner at resto late,,,,,Expense
T10433,U104,2021-05-10,Expense,Food,6563.0,Bank transfer,Delhi,,2021.0,5.0,10.0,Monday,Expense
T02299,U163,2020-05-18,Expense,Rent,155.0,Bank transfer,Ahmedabad,Grocery shopping late,2020.0,5.0,18.0,Monday,Expense
T08676,U135,,Expense,Food,163.0,Bank transfer,Chennai,Doctor visit,,,,,Expense
T08156,U022,,Income,Salary,53416.0,Cash,,,,,,,Income
T05279,U145,,Expense,Food,597.0,UPI,Jaipur,,,,,,Expense
T05436,U160,,Expense,Entertainment,154.0,UPI,delhi,B6YsY1d27U86s4H,,,,,Expense
T09473,U094,,Expense,Travel,835.0,Bank transfer,Ahmedabad,,,,,,Expense
T05128,U048,,Income,Other income,32736.0,Card,Hyderabad,,,,,,Income
T11873,U042,,Expense,Entertianment,826.0,Cash,,Grocery shopping,,,,,Expense
T08984,U056,2022-12-16,Expense,Food,606.0,Bank transfer,Jaipur,Paid electricity bill cash,2022.0,12.0,16.0,Friday,Expense
T13088,U021,2022-08-01,Expense,Travel,559.0,Cash,Delhi,Doctor visit via app,2022.0,8.0,1.0,Monday,Expense
T06529,U161,2019-12-05,Expense,Rent,258.0,UPI,delhi,Paid electricity bill,2019.0,12.0,5.0,Thursday,Expense
T06895,U155,,Income,Bonus,84929.0,Bank transfer,Pune,Uber to office,,,,,Income
T01202,U054,,Expense,Education,10499.0,Bank transfer,Kolkata,Grocery shopping,,,,,Expense
T12711,U002,2022-11-10,Income,Salary,65639.0,Card,,Doctor visit,2022.0,11.0,10.0,Thursday,Income
T12105,U015,,Expense,Rent,350.0,Uppi,JAIPUR,Uber to office,,,,,Expense
T10555,U047,2020-08-02,Expense,Rent,48.0,UPI,Delhi,Netflix subscription,2020.0,8.0,2.0,Sunday,Expense
T11262,U127,,Expense,Savings,1121.0,Bank transfer,Jaipur,Doctor visit late,,,,,Expense
T03430,U134,,Expense,Rent,1487.0,UPI,Hyderabad,Monthly rent,,,,,Expense
T14172,U093,,Expense,Rent,156.0,UPI,Bengaluru,Netflix subscription late,,,,,Expense
T01866,U037,2019-05-28,Expense,Entertainment,590.0,Upii,Mumbai,Grocery shopping,2019.0,5.0,28.0,Tuesday,Expense
T05576,U176,,Expense,Travel,462.0,Bank transfer,Chennai,Doctor visit via app,,,,,Expense
T10784,U179,,Expense,Utilities,16.0,Card,Kolkata,,,,,,Expense
T07058,U024,2021-10-09,Expense,Rent,215.0,Cash,,Salary,2021.0,10.0,9.0,Saturday,Expense
T14217,U119,,Expense,Rent,1827.0,UPI,Delhi,Uber to office,,,,,Expense
T10903,U053,,Expense,Rent,232.0,Bank transfer,Delhi,Paid electricity bill,,,,,Expense
T05717,U075,,Expense,Rent,774.0,UPI,,Grocery shopping,,,,,Expense
T09722,U117,,Expense,Entertainment,200.0,Cash,Chennai,Netflix subscription ,,,,,Expense
T04999,U181,2019-02-20,Expense,Entertainment,584.0,Bank transfer,Mumbai,Monthly rent,2019.0,2.0,20.0,Wednesday,Expense
T02810,U057,,Expense,Rent,697.0,Nan,Mumbai,Uber to office late,,,,,Expense
T08878,U109,,Expense,Utilities,165.0,Cash,Jaipur,Gift,,,,,Expense
T04256,U096,,Expense,Entertainment,222.0,Card,Mumbai,Dinner at resto,,,,,Expense
T13288,U111,,Expense,Rent,222.0,Cash,Mumbai,Salary,,,,,Expense
T12064,U065,,Expense,Rent,163.0,Bank transfer,Bengaluru,Monthly rent late,,,,,Expense
T13315,U080,,Expense,Travel,1353.0,Card,Kolkata,nnip0z1Fr1N2,,,,,Expense
T07529,U110,,Expense,Rent,150.0,Cash,Jaipur,Netflix subscription,,,,,Expense
T08753,U186,,Expense,Food,455.0,Cash,Kolkata,UYhXjUb9QBoWlWeOgC,,,,,Expense
T10443,U136,,Expense,Rent,1087.0,Cash,,Paid electricity bill late,,,,,Expense
T02891,U013,,Expense,Rent,211.0,Bank transfer,delhi,Netflix subscription,,,,,Expense
T03501,U129,,Expense,Food,384.0,Card,HYDERABAD,Netflix subscription,,,,,Expense
T10882,U060,2020-09-17,Expense,Rent,23.0,Cash,Kolkata,Netflix subscription ,2020.0,9.0,17.0,Thursday,Expense
T12401,U120,,Expense,Food,2363.0,UPI,Jaipur,Course fee,,,,,Expense
T03380,U144,,Expense,Food,768.0,UPI,Kolkata,Gift,,,,,Expense
T03194,U002,,Expense,Food,147.0,Bank transfer,Jaipur,Uber to office,,,,,Expense
T01447,U143,,Expense,Rent,259.0,Bank transfer,Lucknow,Grocery shopping ,,,,,Expense
T01953,U013,,Income,Other income,44585.0,Cash,Bengaluru,Dinner at resto,,,,,Income
T07125,U127,2019-01-11,Income,Bonus,54080.0,Bank transfer,Pune,Dinner at resto,2019.0,1.0,11.0,Friday,Income
T09115,U171,,Expense,Food,72.0,Bank transfe,Hyderabad,Dinner at resto,,,,,Expense
T08503,U062,,Expense,Food,3002.0,Card,Chennai,Course fee,,,,,Expense
T06950,U143,,Expense,Food,247.0,UPI,Lucknow,Monthly rent,,,,,Expense
T01320,U149,,Expense,Food,878.0,Bank transfer,hyderabad,Paid electricity bill,,,,,Expense
T03532,U038,,Expense,Food,819.0,Bank transfer,Lucknow,,,,,,Expense
T01664,U076,,Expense,Rent,114.0,UPI,Mumbai,Paid electricity bill,,,,,Expense
T00816,U162,,Expense,Entertainment,11.0,Csah,Hyderabad,Uber to office,,,,,Expense
T14868,U183,,Expense,Food,264.0,UPI,Ahmedabad,Doctor visit via app,,,,,Expense
T10459,U141,,Expense,Food,705.0,Bank transfer,Delhi,Monthly rent cash,,,,,Expense
T09666,U039,,Expense,Rent,967.0,UPI,Kolkata,Netflix subscription via app,,,,,Expense
T09966,U087,2022-03-01,Expense,Food,134.0,Car,Jaipur,Paid electricity bill ,2022.0,3.0,1.0,Tuesday,Expense
T04776,U146,,Expense,Food,212.0,UPI,chennai,Salary,,,,,Expense
T01094,U068,,Expense,Food,499.0,UPI,Ahmedabad,Dinner at resto,,,,,Expense
T04177,U048,2019-11-20,Expense,Rent,2104.0,UPI,mumbai,Paid electricity bill late,2019.0,11.0,20.0,Wednesday,Expense
T01951,U113,,Expense,Travel,1051.0,Cash,Pune,Salary late,,,,,Expense
T03885,U003,,Expense,Food,41.0,UPI,Delhi,Monthly rent,,,,,Expense
T02801,U019,,Expense,Rent,1521.0,Bank transfer,Delhi,Netflix subscription,,,,,Expense
T01240,U046,,Expense,Entertainment,242.0,UPI,Bengaluru,Monthly rent late,,,,,Expense
T00330,U036,,Expense,Rent,6107.0,Card,Bengaluru,Gift via app,,,,,Expense
T03103,U114,,Expense,Food,610.0,Bank transfer,pune,Salary late,,,,,Expense
T08435,U135,,Income,Bonus,50214.0,Cash,Delhi,Monthly rent,,,,,Income
T02543,U171,,Expense,Food,712.0,UPI,,Grocery shopping ,,,,,Expense
T04738,U141,,Expense,Travel,102.0,UPI,Bengaluru,Gift via app,,,,,Expense
T04793,U166,,Expense,Food,109.0,Card,Bengaluru,Grocery shopping ,,,,,Expense
T10450,U099,,Expense,Education,,Cash,Kolkata,Doctor visit,,,,,Expense
T06647,U123,,Expense,Rent,174.0,Cash,Lucknow,,,,,,Expense
T02819,U172,,Expense,Food,660.0,UPI,Bengaluru,Doctor visit,,,,,Expense
T12017,U092,,Expense,Rent,365.0,Card,Bengaluru,Gift,,,,,Expense
T00754,U048,,Expense,Food,486.0,Cash,Ahmedabad,Grocery shopping,,,,,Expense
T04532,U048,,Income,Other income,87935.0,Cash,Kolkata,2WiyvVlqRSa,,,,,Income
T01564,U070,,Expense,Entertainment,189.0,Card,Ahmedabad,Dinner at resto,,,,,Expense
T01935,U181,,Expense,Education,69.0,Cash,Ahmedabad,,,,,,Expense
T07208,U174,,Expense,Savings,561.0,Nan,Ahmedabad,Netflix subscription,,,,,Expense
T03494,U083,2022-07-12,Expense,Fodo,1325.0,Card,Kolkata,0QM1FKSv5,2022.0,7.0,12.0,Tuesday,Expense
T11215,U145,,Expense,Savigs,538.0,Card,Chennai,Course fee,,,,,Expense
T14001,U059,,Expense,Utilities,305.0,Nan,Jaipur,Gift,,,,,Expense
T12840,U087,2019-09-04,Expense,Food,354.0,UPI,Jaipur,,2019.0,9.0,4.0,Wednesday,Expense
T07713,U091,,Expense,Food,281.0,Card,kolkata,Uber to office,,,,,Expense
T01857,U167,,Expense,Rent,921.0,Bank transfer,Bengaluru,Grocery shopping,,,,,Expense
T04698,U129,,Expense,Rnet,249.0,Bank transfer,Pune,,,,,,Expense
T03564,U053,,Income,Bonus,47862.0,UPI,lucknow,Monthly rent,,,,,Income
T10157,U075,,Expense,Rent,1076.0,Cash,Delhi,Monthly rent,,,,,Expense
T01014,U054,,Expense,Rent,1258.0,UPI,Hyderabad,Gift,,,,,Expense
T14027,U069,,Income,Other income,60185.0,Card,Pune,Monthly rent,,,,,Income
T09620,U175,,Expense,Travel,111.0,Cash,Kolkata,Monthly rent,,,,,Expense
T06109,U025,2022-08-02,Expense,Health,173.0,UPI,Bengaluru,Doctor visit late,2022.0,8.0,2.0,Tuesday,Expense
T11515,U183,,Expense,Travel,309.0,Cash,Chennai,Dinner at resto late,,,,,Expense
T05483,U016,,Expense,Utilities,151.0,Bank transfer,Delhi,Salary,,,,,Expense
T09488,U064,,Expense,Others,68.0,Cash,Jaipur,Gift ,,,,,Expense
T00467,U143,,Expense,Rent,36.0,Card,Bengaluru,Doctor visit late,,,,,Expense
T04029,U112,,Income,Salary,28272.0,Cash,Mumbai,Course fee,,,,,Income
T13788,U172,2021-03-09,Expense,Utilities,5818.0,Bank transfer,Mumbai,Uber to office,2021.0,3.0,9.0,Tuesday,Expense
T00175,U129,,Expense,Entertainment,2114.0,Cash,mumbai,Monthly rent,,,,,Expense
T04881,U028,2019-09-02,Expense,Enteratinment,289.0,Nan,Delhi,Monthly rent,2019.0,9.0,2.0,Monday,Expense
T00278,U103,,Expense,Foood,181.0,Card,Jaipur,Monthly rent,,,,,Expense
T01070,U009,,Expense,Utilities,122.0,UPI,Mumbai,b4VamyGx,,,,,Expense
T09741,U031,,Expense,Rent,,UPI,Delhi,Netflix subscription,,,,,Expense
T09217,U039,,Expense,Savings,121.0,Card,,Salary,,,,,Expense
T05562,U108,,Expense,Rent,428.0,Bank transfer,Ahmedabad,Paid electricity bill,,,,,Expense
T06867,U053,,Expense,Rent,668.0,Bank transfer,Bengaluru,,,,,,Expense
T05037,U013,,Expense,Traveel,629.0,Card,Pune,Dinner at resto,,,,,Expense
T11027,U151,,Expense,Rent,593.0,Cash,Hyderabad,Monthly rent,,,,,Expense
T09659,U156,,Expense,Food,1438.0,Cash,Bengaluru,qox6Eae4dXYr7,,,,,Expense
T13612,U054,,Expense,Food,249.0,Cash,Mumbai,Paid electricity bill,,,,,Expense
T13688,U070,,Income,Salary,35479.0,Card,,Salary ,,,,,Income
T05546,U122,,Expense,Rent,1956.0,Cash,Bengaluru,Gift,,,,,Expense
T05003,U001,,Expense,Food,1984.0,Cash,Bengaluru,Salary via app,,,,,Expense
T01714,U068,,Expense,Savings,719.0,Bank transfer,Kolkata,Netflix subscription,,,,,Expense
T11617,U141,,Expense,Travel,456.0,Cash,Delhi,Doctor visit ,,,,,Expense
T02612,U176,,Expense,Food,5867.0,Cash,KOLKATA,Gift ,,,,,Expense
T14184,U184,,Expense,Education,87.0,UPI,Hyderabad,Doctor visit,,,,,Expense
T07394,U103,,Expense,Food,1025.0,UPI,Ahmedabad,Uber to office,,,,,Expense
T00389,U181,2019-12-24,Expense,Utilities,494.0,Card,Hyderabad,Monthly rent,2019.0,12.0,24.0,Tuesday,Expense
T10263,U009,,Expense,Food,1690.0,UPI,Hyderabad,Gift,,,,,Expense
T12163,U160,2019-11-11,Expense,Food,524.0,Bank transfer,Delhi,Dinner at resto late,2019.0,11.0,11.0,Monday,Expense
T08021,U143,,Expense,Ood,129.0,Bank transfer,Mumbai,Netflix subscription,,,,,Expense
T14461,U180,,Expense,Savings,82.0,Bank transfer,Kolkata,Doctor visit,,,,,Expense
T03496,U084,2020-12-25,Expense,Food,805.0,Bank transfer,Jaipur,,2020.0,12.0,25.0,Friday,Expense
T11014,U098,,Expense,Utilties,47.0,UPI,Pune,Course fee ,,,,,Expense
T04977,U010,2019-12-13,Expense,Rent,1707.0,Cash,Pune,Dinner at resto,2019.0,12.0,13.0,Friday,Expense
T09617,U072,,Expense,Entertainment,2352.0,Card,Pune,Dinner at resto late,,,,,Expense
T03543,U152,,Expense,Travel,191.0,Card,Kolkata,Course fee,,,,,Expense
T11986,U062,,Expense,Travel,102.0,Bank transfer,Chennai,Course fee,,,,,Expense
T07289,U118,,Expense,Rent,615.0,UPI,Bengaluru,Grocery shopping via app,,,,,Expense
T11767,U152,,Expense,Others,1338.0,Bank transfer,Ahmedabad,lb5YKYVgSCslha,,,,,Expense
T07311,U009,2021-07-26,Expense,Food,1186.0,UPI,Pune,,2021.0,7.0,26.0,Monday,Expense
T00051,U007,,Expense,Utilities,1178.0,Card,Mumbai,Netflix subscription,,,,,Expense
T10080,U147,2021-07-05,Expense,Food,2192.0,Cash,Mumbai,Paid electricity bill,2021.0,7.0,5.0,Monday,Expense
T13991,U159,2021-11-05,Expense,Food,1000.0,Cash,Jaipur,Uber to office,2021.0,11.0,5.0,Friday,Expense
T06588,U031,,Expense,Health,65.0,UPI,ahmedabad,Doctor visit via app,,,,,Expense
T04230,U126,,Expense,Food,3537.0,Nan,Jaipur,Gift via app,,,,,Expense
T12992,U029,,Expense,Ren,1030.0,Cash,Mumbai,,,,,,Expense
T00483,U082,,Income,Other income,92015.0,Cash,Delhi,Netflix subscription,,,,,Income
T11586,U131,,Expense,Food,30.0,UPI,Hyderabad,Dinner at resto ,,,,,Expense
T13434,U009,,Expense,Utilities,203.0,UPI,Hyderabad,Paid electricity bill,,,,,Expense
T14327,U168,,Expense,Food,902.0,UPI,Pune,Gift via app,,,,,Expense
T02252,U040,,Income,Other income,35763.0,Card,Lucknow,Dinner at resto,,,,,Income
T04163,U168,,Expense,Rent,219.0,Cash,,Gift,,,,,Expense
T10506,U069,,Income,Other income,73484.0,Bank transfer,Chennai,Netflix subscription,,,,,Income
T11042,U157,,Expense,Rent,153.0,Bank transfer,Jaipur,Monthly rent,,,,,Expense
T05093,U021,,Expense,Rent,2068.0,Cash,Jaipur,Dinner at resto,,,,,Expense
T03104,U121,2020-11-21,Expense,Food,406.0,Card,Bengaluru,Dinner at resto,2020.0,11.0,21.0,Saturday,Expense
T13196,U002,2019-02-19,Expense,Educatioon,797.0,Bank transfer,Bengaluru,Dinner at resto,2019.0,2.0,19.0,Tuesday,Expense
T12320,U067,,Expense,Rent,123.0,UPI,,,,,,,Expense
T12060,U021,,Expense,Food,57.0,UPI,Kolkata,Salary,,,,,Expense
T02930,U165,2022-04-14,Expense,Utilities,236.0,UPI,Mumbai,Monthly rent,2022.0,4.0,14.0,Thursday,Expense
T06777,U130,,Income,Bonus,36666.0,Bank transfer,Ahmedabad,Dinner at resto late,,,,,Income
T04970,U050,,Expense,Rent,363.0,Card,Delhi,Uber to office via app,,,,,Expense
T12299,U007,,Expense,Rent,204.0,Card,Mumbai,Course fee via app,,,,,Expense
T00065,U105,,Expense,Others,225.0,Cash,Kolkata,Grocery shopping ,,,,,Expense
T07574,U090,,Expense,Rent,418.0,UPI,Delhi,Course fee,,,,,Expense
T08969,U173,,Income,Salary,48703.0,UPI,Chennai,Netflix subscription,,,,,Income
T12366,U126,,Expense,Travel,337.0,Card,ahmedabad,Paid electricity bill,,,,,Expense
T04588,U172,,Expense,Nan,21.0,UPI,Ahmedabad,Dinner at resto,,,,,Expense
T10927,U101,,Expense,Rent,125.0,Cash,Pune,Gift cash,,,,,Expense
T06403,U169,,Expense,Food,351.0,Bank transfer,Mumbai,Paid electricity bill,,,,,Expense
T10773,U076,2021-02-09,Expense,Entertainment,1009.0,Bank transfer,Ahmedabad,Paid electricity bill late,2021.0,2.0,9.0,Tuesday,Expense
T06210,U079,,Expense,Food,289.0,Card,bengaluru,Course fee,,,,,Expense
T04617,U125,,Expense,Rent,1204.0,UPI,Hyderabad,,,,,,Expense
T11676,U118,,Expense,Health,243.0,Card,Hyderabad,Paid electricity bill,,,,,Expense
T03333,U107,,Expense,Utilities,1042.0,Cash,Mumbai,Netflix subscription,,,,,Expense
T10537,U146,,Income,Bonus,63824.0,Card,,Salary,,,,,Income
T07588,U066,2021-01-26,Expense,Food,67.0,Cash,Hyderabad,Netflix subscription,2021.0,1.0,26.0,Tuesday,Expense
T02816,U077,2020-01-17,Expense,Food,2025.0,UPI,Ahmedabad,Netflix subscription,2020.0,1.0,17.0,Friday,Expense
T03965,U009,2020-06-21,Expense,Food,442.0,Cash,Bengaluru,Doctor visit cash,2020.0,6.0,21.0,Sunday,Expense
T07607,U189,,Expense,Food,1808.0,Card,Mumbai,Gift,,,,,Expense
T05382,U179,2022-04-20,Expense,Rent,2196.0,UPI,Kolkata,Doctor visit,2022.0,4.0,20.0,Wednesday,Expense
T05940,U110,,Expense,Entertainment,383.0,UPI,Jaipur,,,,,,Expense
T12219,U144,,Expense,Food,324.0,UPI,Ahmedabad,,,,,,Expense
T08917,U191,,Expense,Rent,104.0,Card,Ahmedabad,Paid electricity bill via app,,,,,Expense
T03242,U035,,Expense,Rent,176.0,Cash,Jaipur,Paid electricity bill,,,,,Expense
T10532,U064,,Expense,Rent,1287.0,Bank transfer,Delhi,Gift,,,,,Expense
T02794,U087,,Expense,Utilities,1758.0,Bank transfer,Ahmedabad,,,,,,Expense
T13501,U016,,Expense,Travel,92.0,Card,Bengaluru,Grocery shopping,,,,,Expense
T14588,U106,,Expense,Fod,101.0,Cash,Delhi,Dinner at resto,,,,,Expense
T05734,U130,,Expense,Entertainment,246.0,Bank transfer,Jaipur,Monthly rent,,,,,Expense
T02525,U049,,Expense,Rent,2018.0,Bank transfer,Ahmedabad,Uber to office,,,,,Expense
T01736,U041,,Expense,Education,384.0,Cash,Bengaluru,,,,,,Expense
T07961,U183,2020-05-29,Income,Bonus,58237.0,Card,Bengaluru,MC4aK1kor4QMfJj,2020.0,5.0,29.0,Friday,Income
T03125,U036,2019-12-11,Income,Other income,55619.0,Cash,Ahmedabad,Netflix subscription,2019.0,12.0,11.0,Wednesday,Income
T04941,U118,,Expense,Rent,428.0,Cash,Pune,,,,,,Expense
T13271,U089,,Expense,Food,449.0,Bank transfer,Delhi,Course fee,,,,,Expense
T12995,U038,,Expense,Utilities,1905.0,UPI,Ahmedabad,Paid electricity bill cash,,,,,Expense
T14824,U132,,Income,Bonus,69159.0,Bank transfer,Delhi,Doctor visit late,,,,,Income
T13976,U129,,Income,Bonus,55666.0,Cash,Hyderabad,Gift,,,,,Income
T07976,U039,2022-04-27,Expense,Food,33.0,Bank transfer,Lucknow,,2022.0,4.0,27.0,Wednesday,Expense
T14155,U155,,Expense,Food,1415.0,Card,Ahmedabad,Uber to office,,,,,Expense
T11137,U185,,Expense,Others,484.0,Cahs,Mumbai,Netflix subscription cash,,,,,Expense
T13252,U037,2019-03-27,Expense,Rent,867.0,UPI,Bengaluru,Monthly rent late,2019.0,3.0,27.0,Wednesday,Expense
T07022,U007,2019-08-20,Income,Bonus,64905.0,Bank transfer,Hyderabad,Paid electricity bill,2019.0,8.0,20.0,Tuesday,Income
T06556,U107,,Expense,Rent,268.0,Card,kolkata,Paid electricity bill,,,,,Expense
T05579,U192,,Income,Bonus,63574.0,Cash,Hyderabad,Gift,,,,,Income
T05497,U024,,Expense,Food,270.0,Cash,Ahmedabad,Grocery shopping,,,,,Expense
T01453,U086,2022-12-21,Expense,Rent,970.0,Pui,Hyderabad,Uber to office,2022.0,12.0,21.0,Wednesday,Expense
T10908,U050,,Expense,Food,968.0,UPI,Delhi,1IOylMr7TFqPaKp3,,,,,Expense
T12438,U183,2019-08-20,Expense,Rent,665.0,Cash,Mumbai,Monthly rent,2019.0,8.0,20.0,Tuesday,Expense
T02693,U072,,Expense,Others,297.0,UPI,Ahmedabad,Dinner at resto cash,,,,,Expense
T05920,U126,,Expense,Rent,423.0,Cash,Chennai,Salary via app,,,,,Expense
T14046,U185,,Income,Bonus,59694.0,UPI,Lucknow,Salary via app,,,,,Income
T08411,U105,,Expense,Food,911.0,Card,Lucknow,Uber to office,,,,,Expense
T00240,U111,,Expense,Rent,6374.0,Cash,Mumbai,Grocery shopping,,,,,Expense
T01132,U013,,Expense,Rent,246.0,Bank transfer,Ahmedabad,,,,,,Expense
T07894,U100,,Expense,Utilities,1185.0,Cash,Ahmedabad,Salary,,,,,Expense
T03265,U115,,Expense,Entertainment,275.0,Bank transfer,Hyderabad,Course fee,,,,,Expense
T10432,U109,,Expense,Health,242.0,Card,Pune,Uber to office,,,,,Expense
T14670,U190,,Expense,Rent,754.0,Bank transfer,Chennai,Uber to office,,,,,Expense
T05350,U109,,Income,Other income,69296.0,Cash,Hyderabad,Monthly rent,,,,,Income
T13342,U096,,Expense,Others,202.0,Card,jaipur,,,,,,Expense
T05765,U171,,Expense,Travel,503.0,Cash,Delhi,Salary ,,,,,Expense
T01384,U124,,Expense,Utilities,174.0,UPI,Mumbai,Paid electricity bill,,,,,Expense
T03075,U156,,Expense,Health,512.0,UPI,kolkata,Grocery shopping,,,,,Expense
T04861,U065,,Expense,Rent,2599.0,Card,ahmedabad,Grocery shopping via app,,,,,Expense
T01358,U045,,Expense,Rent,764.0,Nan,Mumbai,Dinner at resto late,,,,,Expense
T04872,U103,,Expense,Food,537.0,UPI,chennai,Monthly rent,,,,,Expense
T02631,U001,,Expense,Food,66.0,UPI,Kolkata,Course fee,,,,,Expense
T11025,U075,,Expense,Savings,478.0,Bank transfer,Pune,Uber to office,,,,,Expense
T00625,U043,,Expense,Travel,857.0,Card,Lucknow,Grocery shopping,,,,,Expense
T00840,U085,,Expense,Savings,612.0,Cash,Pune,Dinner at resto,,,,,Expense
T04724,U136,,Expense,Food,336.0,UPI,Ahmedabad,Gift,,,,,Expense
T07664,U018,,Income,Bonus,67088.0,Card,chennai,Uber to office,,,,,Income
T00324,U122,2021-03-28,Expense,Food,603.0,UPI,Mumbai,Dinner at resto late,2021.0,3.0,28.0,Sunday,Expense
T12089,U059,2019-02-07,Expense,Travel,248.0,Bank transfer,Ahmedabad,Course fee late,2019.0,2.0,7.0,Thursday,Expense
T14632,U135,,Expense,Utilities,208.0,UPI,Delhi,9wtF81FbW,,,,,Expense
T13944,U116,2020-04-08,Expense,Entertainment,78.0,Cash,Hyderabad,Paid electricity bill,2020.0,4.0,8.0,Wednesday,Expense
T01868,U119,,Expense,Food,620.0,Cash,Kolkata,Uber to office,,,,,Expense
T05257,U038,2019-07-20,Expense,Rent,167.0,UPI,Kolkata,Uber to office,2019.0,7.0,20.0,Saturday,Expense
T02827,U039,,Income,Bonus,55498.0,Cash,Ahmedabad,bxlzNOGooZzJ,,,,,Income
T05173,U099,,Expense,Entertainment,4763.0,UPI,Lucknow,,,,,,Expense
